contact_id,customer_id,contact_type,contact_value,is_primary,verified_flag
CTC776EDF789A,CUST100094625,Email,andersonjohn@example.org,True,True
CTC73D6D86F4C,CUST100096362,Mobile Phone,+1-937-867-5030,False,True
CTCE5E4057808,CUST100051097,Home Phone,+1-377-079-3076,False,True
CTC1604D61BD5,CUST100040453,Email,david80@example.com,False,True
CTC48AB0CC4F1,CUST100005914,Mobile Phone,+1-761-094-5694,False,True
CTCEDF164BF61,CUST100065780,Mobile Phone,+1-340-704-7019,False,True
CTC5723BC91BC,CUST100004219,Email,donald65@example.com,True,True
CTC17E672DAF6,CUST100045043,Home Phone,+1-815-054-9904,False,True
CTCB56FCE13D9,CUST100046195,Mobile Phone,+1-290-686-2656,True,True
CTC85F2EB3621,CUST100093416,Mobile Phone,+1-024-193-6126,False,True
CTCC1EEE23C6C,CUST100069358,Email,rosscharles@example.com,False,True
CTCE94D953D9B,CUST100077864,Mobile Phone,+1-737-241-2582,False,True
CTC41591B80BF,CUST100092500,Email,lori74@example.net,False,False
CTCBDE8C3D2F6,CUST100099121,Email,kennethduncan@example.net,False,True
CTCB054673EDE,CUST100059724,Mobile Phone,+1-798-879-3131,True,True
CTC292286DF99,CUST100074403,Mobile Phone,+1-018-953-0773,False,True
CTC2C4DCF5D50,CUST100031939,Mobile Phone,+1-771-740-6152,False,True
CTC26CB85FC92,CUST100049142,Mobile Phone,+1-515-203-0306,True,True
CTCAD576C99A1,CUST100052931,Mailing Address,"9766 Hamilton Plaza, Morganview, KY 11455",False,True
CTC2176398BE4,CUST100047667,Home Phone,+1-275-487-9453,False,False
CTC6BB2BE8766,CUST100054319,Email,gcharles@example.net,False,True
CTCC129E1BDF0,CUST100018661,Mobile Phone,+1-370-976-2958,False,True
CTCA2D3660D14,CUST100020964,Mailing Address,"986 Cunningham Walk Apt. 706, Gibsonmouth, NC 72554",True,True
CTC31641364BD,CUST100011379,Email,riverajohn@example.com,False,True
CTCFE65F5D422,CUST100009581,Mobile Phone,+1-271-842-9624,False,True
CTCBEFE26761E,CUST100024556,Email,melanie23@example.org,False,True
CTCBC4FD2FA7C,CUST100024643,Mobile Phone,+1-091-289-8620,False,True
CTC5074A655A4,CUST100018466,Home Phone,+1-626-561-4665,False,True
CTC1EC56890EB,CUST100034045,Mobile Phone,+1-004-586-3025,False,True
CTCACAA3E258B,CUST100001526,Email,iwebb@example.com,False,True
CTC042167BF8A,CUST100089340,Email,wfernandez@example.org,False,True
CTC3787DF5DDF,CUST100015059,Mobile Phone,+1-796-068-0333,False,True
CTCAA6BEC860B,CUST100062769,Email,adecker@example.org,False,True
CTC0692B5E18C,CUST100032837,Email,kennethgolden@example.org,False,True
CTCB88075A90F,CUST100090453,Home Phone,+1-061-778-9091,False,True
CTC68E34C9AFC,CUST100097003,Mobile Phone,+1-285-791-2851,False,True
CTC868C097D8C,CUST100097363,Mobile Phone,+1-204-082-4136,False,True
CTCFDA865B9DB,CUST100070962,Home Phone,+1-168-099-2771,False,True
CTC1BA9BABD52,CUST100076656,Email,oliviachen@example.com,False,False
CTC2AC046D40E,CUST100059718,Mailing Address,"08712 Oconnor Ways, North Jessicaborough, MT 65742",False,True
CTCFC056C7EC3,CUST100094350,Home Phone,+1-727-939-8821,False,True
CTC866C0DFB26,CUST100010047,Mobile Phone,+1-645-992-0988,False,True
CTCACD63EBD9A,CUST100038768,Email,crystalbarron@example.org,True,True
CTC866234E2C4,CUST100045536,Mobile Phone,+1-517-103-6095,True,True
CTCF5A5C2FF37,CUST100097859,Mobile Phone,+1-647-539-8517,False,True
CTC8020FC8FCD,CUST100028519,Mobile Phone,+1-929-295-8799,False,True
CTC72182B0470,CUST100051975,Home Phone,+1-664-727-5231,False,True
CTCEDE4797843,CUST100001693,Mobile Phone,+1-801-118-4684,True,True
CTCFA9FEEB0B7,CUST100061093,Home Phone,+1-112-502-4565,True,True
CTCDC13CEE573,CUST100032220,Mobile Phone,+1-020-319-2611,False,True
CTC5EDB73EB12,CUST100098514,Home Phone,+1-343-144-7272,False,True
CTCD20C8D2A7B,CUST100005753,Mailing Address,"192 William Branch, North Alicia, KS 32002",False,True
CTC2470C285FF,CUST100077908,Home Phone,+1-229-824-7308,True,True
CTC884E3A7F86,CUST100075012,Mailing Address,"664 Harris Stravenue, Jamesbury, OR 66730",False,True
CTCC416494215,CUST100013738,Home Phone,+1-137-189-3616,False,True
CTC2102F48243,CUST100003426,Email,obarton@example.net,False,True
CTC6F09BB8AC7,CUST100065680,Mobile Phone,+1-405-580-9845,False,True
CTC10CA52D731,CUST100008938,Mobile Phone,+1-521-598-1059,False,False
CTCBD14C19D06,CUST100018747,Mailing Address,"0074 Simon Manors Suite 038, Cheyenneview, MH 86161",False,True
CTC3373E25B3F,CUST100097164,Email,melissaterry@example.net,False,True
CTC4F64D6C33F,CUST100084193,Mobile Phone,+1-043-344-2380,False,True
CTC1F8536ECF4,CUST100034267,Mailing Address,"202 Chang Courts Apt. 725, Lake Annbury, DE 85958",False,True
CTC0E76D45458,CUST100006684,Mailing Address,"PSC 0771, Box 2096, APO AA 71328",False,True
CTC9A641A362E,CUST100037767,Mobile Phone,+1-880-416-6960,False,True
CTC7ACE953068,CUST100025984,Mailing Address,"82549 Holland Walk, Arianamouth, PW 23328",False,True
CTC39A163EE81,CUST100023422,Email,cbruce@example.net,False,True
CTCC6CA156A1A,CUST100086974,Mobile Phone,+1-501-819-8529,True,True
CTCB31B78B2BF,CUST100085692,Home Phone,+1-148-400-6891,False,True
CTCC8A3AD36C6,CUST100058054,Mobile Phone,+1-103-476-3304,False,False
CTC813222856E,CUST100046704,Mobile Phone,+1-006-808-9389,False,True
CTC74DD44D15B,CUST100088848,Email,iparker@example.com,False,True
CTC61A884301A,CUST100098482,Email,adam60@example.com,True,True
CTC1659967881,CUST100017477,Mobile Phone,+1-135-526-8639,False,True
CTCDCF80900F1,CUST100035542,Home Phone,+1-284-151-5091,False,True
CTC9FCFC24DB4,CUST100005291,Mobile Phone,+1-109-590-6880,False,True
CTCCAB6FF2AD6,CUST100076541,Mobile Phone,+1-386-293-8347,False,True
CTC67A93F9EDB,CUST100090431,Email,william37@example.org,False,False
CTC4352317F2F,CUST100072256,Mailing Address,"207 Hamilton Dale, East Andrewberg, NV 84012",True,True
CTC937AA980D7,CUST100000791,Mailing Address,"6236 Cummings Street Suite 461, Johnsland, DE 14512",False,True
CTCFF70BB0A23,CUST100079398,Home Phone,+1-823-152-7760,False,True
CTC9FDBFCDBDB,CUST100017235,Email,baileyvalerie@example.com,False,True
CTC35CDEDB34A,CUST100062808,Mobile Phone,+1-425-827-3980,False,False
CTC300E7D778F,CUST100009902,Home Phone,+1-456-399-4329,False,True
CTCBA77EFB7CA,CUST100045532,Mailing Address,"658 Carter Landing Suite 695, West Corey, VI 22896",False,True
CTC0C5B931F0B,CUST100023722,Email,davischarles@example.com,False,True
CTC5DBF5056A7,CUST100045590,Email,nicole42@example.com,True,False
CTCF0A606C79F,CUST100006233,Home Phone,+1-739-358-1397,True,True
CTC2762DAB7B4,CUST100074157,Home Phone,+1-556-282-6947,False,True
CTC3F2BA30B92,CUST100059646,Email,zbrewer@example.org,False,True
CTC7B8CA0F899,CUST100096871,Mobile Phone,+1-510-381-4536,False,True
CTCB6F8355E63,CUST100074055,Mobile Phone,+1-737-405-4560,True,False
CTC3CFFCDE325,CUST100053040,Email,weberdavid@example.com,False,True
CTCE0ED4D8F3C,CUST100026004,Mobile Phone,+1-932-880-2622,True,False
CTC9659DFD19F,CUST100014415,Home Phone,+1-924-733-3622,False,True
CTC86E2F07258,CUST100047774,Home Phone,+1-129-362-5584,False,True
CTC9A121C4275,CUST100074843,Mobile Phone,+1-617-468-4999,True,True
CTC982867C48F,CUST100084346,Home Phone,+1-940-880-3118,False,False
CTC43509D8F23,CUST100010590,Email,john99@example.net,False,True
CTC06CC6408F6,CUST100022394,Mailing Address,"608 Simon Roads Suite 063, West Katie, FM 97391",False,True
CTC2953C097E7,CUST100067419,Mobile Phone,+1-312-966-7107,False,True
CTC62A9F6CBCA,CUST100087105,Mobile Phone,+1-040-938-0390,False,True
CTCEF2D27B363,CUST100067151,Mobile Phone,+1-265-517-3302,False,True
CTC86C2A63714,CUST100005206,Mobile Phone,+1-986-868-1544,False,True
CTC9991207EF5,CUST100055909,Email,michellelogan@example.org,False,True
CTC6E8EC8E2EB,CUST100026144,Mailing Address,"74351 Patton Mills Apt. 678, Christopherbury, TN 84141",True,True
CTC8C9BB323C8,CUST100047344,Email,wardsuzanne@example.com,False,False
CTC19429A93CD,CUST100005172,Mobile Phone,+1-052-997-9591,False,True
CTCF4B09742FD,CUST100087634,Mobile Phone,+1-972-070-6140,True,False
CTC41F50863A9,CUST100012753,Email,marvin83@example.com,False,True
CTCEA25AE58A4,CUST100048629,Email,hancockjill@example.net,True,True
CTCC73EEBBC74,CUST100063362,Mobile Phone,+1-012-371-2076,False,False
CTC42CF04BB87,CUST100019971,Email,srichardson@example.com,False,True
CTCB936CCC573,CUST100020235,Mobile Phone,+1-670-100-6727,False,True
CTC9BFBB6F3A0,CUST100039766,Mobile Phone,+1-101-901-2598,False,True
CTCAA22739C20,CUST100009359,Email,madison61@example.org,False,True
CTC2A4195A037,CUST100027369,Mobile Phone,+1-568-050-9565,False,True
CTC8840DA5DC3,CUST100009690,Mobile Phone,+1-973-550-8877,False,True
CTC347CB63F69,CUST100037136,Email,manuel06@example.org,True,True
CTC93A6C75A75,CUST100038707,Mailing Address,"USNV Fuentes, FPO AA 26281",False,False
CTCBF585E0E46,CUST100069194,Email,xprice@example.org,True,False
CTC014DC95C8B,CUST100059441,Email,weeksjeffrey@example.com,True,True
CTC1F175803DD,CUST100059132,Mobile Phone,+1-820-703-9865,False,True
CTC5BC4DD6E33,CUST100049118,Email,marshallgwendolyn@example.net,True,True
CTC613286926A,CUST100005629,Mailing Address,"914 Sanders Freeway, Matthewsville, HI 87257",False,True
CTCCF86823896,CUST100082135,Mobile Phone,+1-392-716-5879,False,False
CTCFD3B7A338A,CUST100094857,Home Phone,+1-640-622-9956,False,False
CTCC68261CF9B,CUST100044421,Mobile Phone,+1-788-422-1785,True,True
CTC1C8570AEA1,CUST100037238,Mobile Phone,+1-265-056-2420,False,True
CTCDCC46610A3,CUST100020800,Mobile Phone,+1-773-443-9083,False,True
CTCFED18EDA65,CUST100048485,Home Phone,+1-170-451-2599,False,True
CTCD1CC1C484C,CUST100058887,Mobile Phone,+1-733-032-9490,False,False
CTCC07169CEB9,CUST100071227,Mobile Phone,+1-874-818-2128,True,True
CTCD302984B35,CUST100045388,Email,victoria83@example.org,False,True
CTC77C83D5BB7,CUST100089924,Mobile Phone,+1-726-085-9940,False,False
CTC6ADB28568D,CUST100057877,Home Phone,+1-344-890-9875,True,True
CTC207616D733,CUST100037547,Mailing Address,"24233 Hardy Harbors, Sparksfurt, NY 42661",False,True
CTC5C17515303,CUST100022462,Mobile Phone,+1-356-853-9999,True,False
CTCC9113C730A,CUST100034289,Email,joannamay@example.net,False,True
CTCDF11673CE4,CUST100022974,Home Phone,+1-755-397-7262,False,True
CTC2BF3FA51A6,CUST100015650,Email,johnathanthompson@example.org,True,True
CTC4B5C10DC18,CUST100054242,Mobile Phone,+1-161-499-7302,False,False
CTCA4460B320B,CUST100062998,Mobile Phone,+1-838-213-3290,False,True
CTC923ACE39E0,CUST100068662,Mobile Phone,+1-862-867-5045,False,True
CTC5051213434,CUST100059192,Email,lreese@example.net,False,True
CTC023F0A2F59,CUST100021675,Mobile Phone,+1-567-510-1975,False,True
CTCFD87C96FE9,CUST100054651,Mobile Phone,+1-974-016-9999,False,True
CTCD4B19F1FE6,CUST100012410,Mailing Address,"364 Johnson Neck, Katherineland, AZ 06026",False,True
CTCA19CE801C7,CUST100059700,Home Phone,+1-640-098-8705,False,True
CTC84A4863059,CUST100008488,Email,grace14@example.com,False,True
CTC5E3856A529,CUST100051147,Email,johnstonveronica@example.org,False,True
CTCA29E9BC277,CUST100034885,Mobile Phone,+1-766-146-8946,False,True
CTC9C326FF1F3,CUST100023742,Home Phone,+1-586-346-7470,False,True
CTC196BAFEE96,CUST100012044,Home Phone,+1-454-673-9748,False,True
CTC12C8D09338,CUST100097396,Mobile Phone,+1-848-181-2872,False,True
CTCCF0E8A13BD,CUST100007116,Home Phone,+1-115-722-5117,False,True
CTC6132220ED4,CUST100028999,Home Phone,+1-017-039-6100,False,True
CTC24F5F2558B,CUST100029503,Email,nobletiffany@example.com,True,True
CTCA0485DEDA1,CUST100072185,Mailing Address,"7123 Henderson Freeway, Raymondborough, MI 08125",True,True
CTCEE39F0AABF,CUST100099388,Email,eric14@example.com,True,True
CTC8AC0998C81,CUST100068646,Mobile Phone,+1-268-653-1708,True,True
CTC2239EC7A59,CUST100002643,Home Phone,+1-202-788-0845,True,False
CTC6EB0C8F5D2,CUST100093713,Mailing Address,"870 Richard Tunnel Apt. 903, Lynchmouth, MH 43333",True,True
CTC4960C5A7D3,CUST100004247,Email,jbradley@example.net,True,True
CTC6E4CB43296,CUST100095215,Mobile Phone,+1-678-533-0090,False,True
CTC8DFD26303E,CUST100016668,Mobile Phone,+1-706-047-8874,True,True
CTC6E17E57B40,CUST100013506,Home Phone,+1-190-694-5777,False,True
CTC572ADE46CF,CUST100032283,Email,tuckerdaniel@example.com,False,True
CTC20EF8629E4,CUST100033956,Email,wfry@example.net,False,True
CTC7B9D3006F1,CUST100084573,Mobile Phone,+1-734-477-7592,False,True
CTCB2C362BD33,CUST100050476,Mobile Phone,+1-787-020-2143,True,True
CTC299953F8A4,CUST100071735,Email,sosahannah@example.org,False,True
CTC2CB5B111A2,CUST100062209,Mailing Address,"531 John Lights, Holmeshaven, IN 80455",False,True
CTCD7BAA61107,CUST100087812,Mailing Address,"41182 Mitchell Route Suite 050, Moonton, NE 68598",False,True
CTCF2B6FC3925,CUST100080404,Email,egarza@example.net,False,False
CTC3034A4FACB,CUST100002453,Mobile Phone,+1-858-827-6276,False,True
CTCB2F24B7534,CUST100082756,Mailing Address,"422 Thomas Turnpike, Port Amanda, VT 48866",True,True
CTC36B0FF0C77,CUST100073133,Mailing Address,"7075 Jeffrey Vista Apt. 108, North Amanda, CO 69559",False,True
CTC3FF59B3736,CUST100089162,Mobile Phone,+1-606-540-0355,False,True
CTCFEC8086E80,CUST100096568,Home Phone,+1-844-745-8278,False,True
CTC2B6E6E12F5,CUST100007040,Mailing Address,"34234 Wallace Street, South Richard, OR 46455",False,True
CTC21361AF088,CUST100060710,Email,robert41@example.com,False,True
CTCD3B88571E9,CUST100023615,Mobile Phone,+1-911-548-2043,True,True
CTC82316CB87C,CUST100023200,Email,amycox@example.net,True,True
CTC37FCE3A94F,CUST100066746,Email,amandaperez@example.com,False,False
CTC504B340130,CUST100015924,Mobile Phone,+1-984-697-9518,False,True
CTC7B81689FB7,CUST100015318,Mailing Address,"8033 Ryan Flat, West Laura, NH 93042",False,True
CTCC07A5CB00B,CUST100077094,Mailing Address,"5794 Christina Park Suite 271, West Codyville, SD 43951",True,True
CTCC87924D6D2,CUST100090589,Mobile Phone,+1-260-004-0749,False,True
CTCCD8DE17448,CUST100037808,Email,david61@example.net,True,True
CTC8B61C71829,CUST100081605,Email,valenciabrett@example.com,False,True
CTC7DEF9A35D4,CUST100041998,Mobile Phone,+1-564-123-4541,True,True
CTC3E43453C23,CUST100061934,Mobile Phone,+1-948-872-3223,False,True
CTC2EF3673A44,CUST100048599,Email,delgadowendy@example.net,False,True
CTCBE55A0E045,CUST100006838,Mobile Phone,+1-326-604-4774,False,True
CTC869550DFBC,CUST100057250,Email,harmonelizabeth@example.org,False,True
CTCF9B7669D5D,CUST100097348,Mailing Address,"9484 Laura Greens, Christopherside, TN 67146",False,True
CTC961C392440,CUST100045502,Home Phone,+1-274-077-2911,False,True
CTC47DE761458,CUST100013036,Mobile Phone,+1-422-760-0151,False,True
CTCC967A067B9,CUST100014806,Mobile Phone,+1-385-748-7675,False,True
CTCFC832F3052,CUST100081116,Mobile Phone,+1-428-303-8819,False,True
CTC5AE118DF5F,CUST100061351,Mobile Phone,+1-177-802-3736,True,True
CTC3F83E71D66,CUST100056167,Mobile Phone,+1-582-646-5536,False,True
CTC41AA438615,CUST100094214,Mobile Phone,+1-373-209-2147,False,True
CTC7B84120C3D,CUST100092444,Mobile Phone,+1-767-032-3431,True,False
CTCDF0016A585,CUST100029483,Home Phone,+1-071-283-9807,False,True
CTCA7069AE8E3,CUST100043823,Home Phone,+1-997-565-5776,False,True
CTC8E38C971C2,CUST100047438,Email,victor61@example.org,False,True
CTC00A8B6E4A0,CUST100022310,Mobile Phone,+1-189-792-0224,True,True
CTC24B35D35F8,CUST100025134,Email,sscott@example.com,False,True
CTC895F82D6E3,CUST100066046,Email,bshea@example.com,True,True
CTCE4DD4EEAA9,CUST100038340,Email,krussell@example.com,False,True
CTC91D08035DF,CUST100054401,Home Phone,+1-516-660-6344,False,True
CTC976C7F31B3,CUST100068055,Mobile Phone,+1-402-133-1962,True,True
CTC7F2D2FB0A0,CUST100022997,Mailing Address,"1203 Craig Brooks Apt. 735, South Matthewville, LA 28501",False,True
CTCC70A410637,CUST100024477,Mobile Phone,+1-340-449-5478,False,True
CTC62A23F1879,CUST100052994,Mailing Address,"4920 Kimberly Brook Suite 876, Port Christopher, NC 15745",False,True
CTC994735055C,CUST100040791,Home Phone,+1-142-512-3488,True,True
CTC7C4BAFB582,CUST100099247,Mailing Address,"19934 Erica Cove Apt. 607, New Michaelshire, CO 36385",False,False
CTC00F118650B,CUST100079486,Mobile Phone,+1-851-726-2088,False,False
CTC3B8B48F39D,CUST100034770,Mobile Phone,+1-286-008-4364,False,False
CTC2CE085EAB2,CUST100074920,Home Phone,+1-286-027-0717,False,True
CTC41149647C2,CUST100071778,Mobile Phone,+1-966-136-3910,True,True
CTCBBBA1C386D,CUST100068402,Mobile Phone,+1-569-691-2989,False,True
CTCDCB1BD7F26,CUST100027628,Mobile Phone,+1-128-488-4371,False,True
CTC9737F7A36D,CUST100064150,Mobile Phone,+1-750-659-7445,False,True
CTCE92D725575,CUST100006991,Home Phone,+1-685-019-2495,False,True
CTC3E17B9AE4A,CUST100023932,Mobile Phone,+1-577-254-2729,False,True
CTC762825F203,CUST100085330,Home Phone,+1-425-378-1640,False,True
CTCBD12EFD25A,CUST100089870,Home Phone,+1-263-551-9630,True,True
CTC577FA609D1,CUST100039261,Email,jessica05@example.com,False,True
CTC24450104FD,CUST100057273,Mobile Phone,+1-601-139-6162,False,True
CTC854FD4896E,CUST100068170,Mobile Phone,+1-011-845-6681,True,True
CTC30499A5CDC,CUST100049188,Mobile Phone,+1-312-652-5443,False,True
CTC939FD45295,CUST100065357,Email,murrayjasmine@example.org,True,True
CTC9CFCF559F9,CUST100066502,Mobile Phone,+1-162-390-7427,False,True
CTC4F6EAF9272,CUST100018382,Mobile Phone,+1-330-122-3165,False,True
CTC4099405275,CUST100064697,Mobile Phone,+1-580-206-4335,True,True
CTC616439BAA4,CUST100066202,Mobile Phone,+1-481-587-3340,False,True
CTCAD32789CE4,CUST100032125,Email,katie40@example.net,False,True
CTCF4992FABEE,CUST100052029,Home Phone,+1-798-079-6033,False,True
CTC92CE293072,CUST100073898,Mobile Phone,+1-748-717-2788,True,True
CTCB2030477CF,CUST100098673,Mobile Phone,+1-233-991-6391,False,True
CTCD42C3E84A1,CUST100001533,Mobile Phone,+1-113-734-6177,False,True
CTC1A46B3957B,CUST100077976,Email,peggymunoz@example.org,False,True
CTC4FA0EDBE8B,CUST100068768,Email,sarahmartinez@example.net,True,True
CTCEEE6EB910D,CUST100021454,Mailing Address,"PSC 8252, Box 0105, APO AA 27163",True,True
CTCC9EDBE0635,CUST100036159,Email,walkersherry@example.org,True,True
CTC006C6148CA,CUST100086109,Mobile Phone,+1-601-989-7086,True,True
CTC731124E4DA,CUST100058782,Mobile Phone,+1-171-519-1950,False,True
CTC8B095D6735,CUST100064566,Mailing Address,"PSC 1275, Box 7614, APO AP 73063",False,True
CTC6D51313DC3,CUST100093531,Email,susanalexander@example.com,True,True
CTCF573432987,CUST100020865,Email,henglish@example.net,True,True
CTC5EC575D5AE,CUST100019819,Mobile Phone,+1-683-156-9835,False,True
CTCB55EB85E80,CUST100043369,Home Phone,+1-624-150-8666,False,True
CTC54BEE727C7,CUST100092030,Mobile Phone,+1-427-416-5261,False,True
CTCDAF2494F72,CUST100063000,Mobile Phone,+1-029-175-9928,False,True
CTC1EDCAACF29,CUST100001702,Mobile Phone,+1-293-460-5770,False,True
CTCFA73211D02,CUST100086697,Email,hlopez@example.org,False,True
CTCBCB8D6B08E,CUST100032637,Email,gonzalezthomas@example.com,False,False
CTC739B7D01D7,CUST100088951,Email,donaldlowe@example.org,True,True
CTC236F190B69,CUST100052980,Mobile Phone,+1-329-800-3751,True,True
CTCDDC87D7238,CUST100061878,Email,vickie41@example.net,True,True
CTC78CBA0DEC7,CUST100073088,Email,smithtaylor@example.com,False,True
CTCBAA8BB0FC7,CUST100057953,Mobile Phone,+1-492-899-5951,False,True
CTC1B1B82B0DF,CUST100051673,Home Phone,+1-461-431-3790,True,True
CTC5C1D58B020,CUST100004847,Mobile Phone,+1-179-332-6843,False,True
CTC3E8C023FF4,CUST100014538,Mobile Phone,+1-859-097-8080,True,False
CTCB62804E176,CUST100096982,Email,wcarter@example.com,False,True
CTCEC72E2BA4B,CUST100009451,Email,jessica63@example.com,False,True
CTCCA866F1287,CUST100089494,Mobile Phone,+1-291-708-5936,False,True
CTC1CC44A9E09,CUST100040112,Mobile Phone,+1-193-808-0864,False,True
CTC283F7F40A3,CUST100093280,Home Phone,+1-507-315-6819,True,True
CTC19E88DB0A0,CUST100064771,Email,ricedonald@example.org,True,True
CTCAB85AB4844,CUST100020123,Mobile Phone,+1-417-117-3276,False,True
CTCC2980EBD0F,CUST100070679,Email,josepratt@example.com,False,True
CTCA0BBDEB717,CUST100059235,Mobile Phone,+1-917-317-5228,True,True
CTC04964167F7,CUST100085907,Mobile Phone,+1-509-452-2790,False,True
CTC13A0493E0C,CUST100017252,Email,inoble@example.net,False,True
CTC71C5E2F930,CUST100066558,Home Phone,+1-969-132-0114,False,True
CTC31346EB1E5,CUST100077850,Email,simmonsrebecca@example.net,False,True
CTC2BA667C76F,CUST100023826,Mailing Address,"108 Thompson Mission Apt. 015, Karenchester, OR 94425",False,True
CTCE538D25A07,CUST100014000,Email,cole11@example.net,True,True
CTC8063AB5AE4,CUST100095628,Email,paulpage@example.org,False,True
CTC5E6E9BB702,CUST100055633,Home Phone,+1-335-305-4894,False,False
CTC5BF6A44079,CUST100038713,Email,xharrell@example.com,False,True
CTC5A37CF2210,CUST100060025,Home Phone,+1-700-552-7705,False,False
CTC4BE41407AE,CUST100098403,Mailing Address,"000 Daniels Grove Suite 645, North Alexander, ND 21131",False,True
CTCEE5CEB4C23,CUST100046905,Mailing Address,"5876 Kelley Coves, Pattersonview, NM 73311",False,True
CTC200083D112,CUST100047122,Home Phone,+1-233-654-2079,False,False
CTC5AA75C479E,CUST100084642,Email,wrightclinton@example.com,False,True
CTCCB558E8B44,CUST100015224,Mobile Phone,+1-744-714-7086,False,True
CTCBC08229A7F,CUST100054969,Mobile Phone,+1-369-145-3004,False,True
CTCC58DEFCB27,CUST100066741,Email,sierra78@example.net,True,True
CTC5437EB389E,CUST100058934,Mailing Address,"498 Campbell Prairie, Hernandezland, KY 25162",False,True
CTC0773222127,CUST100031674,Home Phone,+1-183-666-3000,False,True
CTCEE49853809,CUST100010916,Mobile Phone,+1-133-733-6566,False,True
CTCE801D02313,CUST100030954,Email,bobbylynch@example.net,False,False
CTCB9B9089BEF,CUST100026495,Mobile Phone,+1-066-776-4941,False,True
CTCED4E65A54F,CUST100037897,Mobile Phone,+1-905-397-7309,True,True
CTC60E2D1DC18,CUST100054059,Email,david94@example.net,False,True
CTC14EE07F715,CUST100021316,Home Phone,+1-602-447-6568,False,False
CTCFFE4BFEF34,CUST100072073,Email,wattsmegan@example.net,False,True
CTC869BA6459E,CUST100028501,Mobile Phone,+1-347-160-8837,False,True
CTC3E0AF15377,CUST100050638,Email,mariabright@example.net,True,True
CTCF6F0BC20BD,CUST100038559,Mobile Phone,+1-513-529-4905,True,True
CTC957E192A86,CUST100033787,Mobile Phone,+1-720-880-6339,False,False
CTC9FAB004B4F,CUST100065894,Home Phone,+1-616-539-5747,True,True
CTC8371731E07,CUST100084840,Home Phone,+1-473-448-4704,False,True
CTC7330E6DDDE,CUST100056620,Mobile Phone,+1-548-111-5624,False,True
CTCA4975BABFE,CUST100018644,Home Phone,+1-866-815-7733,True,True
CTC0961430DAB,CUST100039146,Mobile Phone,+1-552-547-1021,True,True
