customer_id,first_name,last_name,email,phone,address_line,city,state,zip,preferred_store_id,preferred_channel,marketing_opt_in,created_at
CUS0025,Olivia,Wilson,olivia.wilson25@icloud.com,(836) 497-7254,7008 Main St,Phoenix,AZ,85004,STR0927,web,true,2025-04-27 10:21:52
CUS0026,Noah,Wilson,noah.wilson26@outlook.com,(651) 482-8529,7060 Highland Ave,Portland,OR,97201,STR0936,delivery_partner,false,2025-09-17 09:06:46
CUS0027,Levi,Garcia,levi.garcia27@yahoo.com,(381) 318-6538,735 2nd St,Seattle,WA,98101,STR0244,delivery_partner,true,2024-05-06 06:16:37
CUS0028,Daniel,Lee,daniel.lee28@icloud.com,(927) 714-2149,9234 Sunset Blvd,Phoenix,AZ,85004,STR0046,in_store,true,2026-05-06 16:03:26
CUS0029,Henry,Davis,henry.davis29@example.com,(426) 420-4550,6118 Pine Rd,Phoenix,AZ,85004,STR0866,delivery_partner,true,2026-03-20 21:16:33
CUS0030,Joseph,Sanchez,joseph.sanchez30@yahoo.com,(727) 521-6171,15 2nd St,Austin,TX,78701,STR0884,in_store,false,2024-06-05 07:49:25
CUS0031,Alexander,Walker,alexander.walker31@gmail.com,(308) 231-2123,3030 5th Ave,San Antonio,TX,78205,STR0302,web,true,2026-03-17 00:58:55
CUS0032,Sophia,Wright,sophia.wright32@example.com,(256) 594-2484,9803 Cedar Ln,Dallas,TX,75201,STR0623,delivery_partner,true,2025-08-05 12:54:10
CUS0033,Elijah,Gonzalez,elijah.gonzalez33@outlook.com,(237) 564-6505,1989 Park Ave,Columbus,OH,43215,STR0098,delivery_partner,false,2025-09-15 12:46:18
CUS0034,Riley,Clark,riley.clark34@gmail.com,(713) 643-9068,1268 Lakeview Blvd,Chicago,IL,60601,STR0008,delivery_partner,false,2025-11-11 18:39:03
CUS0035,Henry,Flores,henry.flores35@yahoo.com,(924) 366-6990,292 Lakeview Blvd,Houston,TX,77002,STR0941,in_store,true,2026-07-17 10:23:16
CUS0036,Oliver,Martinez,oliver.martinez36@yahoo.com,(343) 276-4190,4588 Park Ave,Atlanta,GA,30303,STR0362,phone,true,2024-12-08 02:18:55
CUS0037,Olivia,Torres,olivia.torres37@gmail.com,(881) 253-4493,7841 5th Ave,Charlotte,NC,28202,STR0693,in_store,true,2025-02-16 06:52:04
CUS0038,Zoey,Young,zoey.young38@example.com,(557) 594-3531,7365 Cedar Ln,Phoenix,AZ,85004,STR0554,in_store,true,2026-03-22 11:10:26
CUS0039,Sophia,Jones,sophia.jones39@icloud.com,(958) 334-1537,3770 Main St,Tampa,FL,33602,STR0398,delivery_partner,true,2024-10-08 23:50:30
CUS0040,Michael,Jones,michael.jones40@icloud.com,(889) 295-3752,1814 Oak Ave,Seattle,WA,98101,STR0568,mobile_app,false,2025-05-09 07:55:57
CUS0041,Samuel,Jones,samuel.jones41@gmail.com,(883) 947-3158,3778 5th Ave,Chicago,IL,60601,STR0696,delivery_partner,true,2024-05-07 12:17:22
CUS0042,Harper,Gonzalez,harper.gonzalez42@outlook.com,(565) 797-9322,8125 Park Ave,Austin,TX,78701,STR0738,phone,false,2024-10-10 05:32:22
CUS0043,Lucas,Anderson,lucas.anderson43@outlook.com,(814) 640-9272,9927 5th Ave,Dallas,TX,75201,STR0836,in_store,true,2025-03-18 06:30:58
CUS0044,Aiden,Harris,aiden.harris44@example.com,(981) 614-9971,803 Cedar Ln,Miami,FL,33101,STR0368,in_store,false,2024-06-16 16:44:32
CUS0045,Oliver,Jones,oliver.jones45@yahoo.com,(632) 206-9501,2016 Market St,Houston,TX,77002,STR0805,web,true,2024-03-17 09:06:25
CUS0046,Penelope,Scott,penelope.scott46@outlook.com,(461) 965-7669,706 River Rd,Nashville,TN,37203,STR0719,in_store,true,2024-01-22 00:56:40
CUS0047,Jackson,Miller,jackson.miller47@example.com,(441) 479-7960,9249 Elm St,Denver,CO,80202,STR0270,web,true,2024-02-29 14:00:05
CUS0048,Ella,Johnson,ella.johnson48@gmail.com,(804) 896-6446,8226 Main St,Charlotte,NC,28202,STR0424,phone,true,2025-09-19 19:58:39
CUS0049,Logan,Taylor,logan.taylor49@icloud.com,(808) 770-4611,8961 5th Ave,Phoenix,AZ,85004,STR0357,delivery_partner,true,2025-09-11 04:29:15
CUS0050,Jackson,Taylor,jackson.taylor50@gmail.com,(512) 346-1263,4767 Park Ave,Houston,TX,77002,STR0368,mobile_app,true,2025-03-02 06:09:24
CUS0051,Samuel,Lewis,samuel.lewis51@yahoo.com,(523) 395-9743,4722 Lakeview Blvd,Columbus,OH,43215,STR0416,mobile_app,true,2025-10-31 23:46:10
CUS0052,Nora,Thompson,nora.thompson52@gmail.com,(600) 492-9116,2287 River Rd,San Antonio,TX,78205,STR0646,mobile_app,false,2024-03-11 01:51:10
CUS0053,Abigail,Harris,abigail.harris53@outlook.com,(796) 214-3207,6357 Pine Rd,Columbus,OH,43215,STR0624,mobile_app,true,2026-03-17 04:30:01
CUS0054,Oliver,Davis,oliver.davis54@icloud.com,(340) 987-9849,6547 Market St,Nashville,TN,37203,STR0009,phone,false,2025-08-29 12:49:01
CUS0055,Sebastian,Rodriguez,sebastian.rodriguez55@example.com,(808) 846-7767,7925 Sunset Blvd,Denver,CO,80202,STR0048,in_store,true,2025-09-13 17:50:59
CUS0056,Scarlett,Hernandez,scarlett.hernandez56@icloud.com,(900) 502-1734,2600 Oak Ave,Charlotte,NC,28202,STR0919,web,true,2026-02-12 09:14:20
CUS0057,Jackson,Rodriguez,jackson.rodriguez57@yahoo.com,(530) 351-5481,2947 Maple Dr,San Antonio,TX,78205,STR0349,phone,false,2024-05-15 01:47:15
CUS0058,Levi,Harris,levi.harris58@gmail.com,(733) 528-9560,5071 Park Ave,Charlotte,NC,28202,STR0400,in_store,true,2024-02-22 21:53:18
CUS0059,Sophia,White,sophia.white59@outlook.com,(991) 353-1135,5907 Highland Ave,Charlotte,NC,28202,STR0919,phone,false,2024-03-29 04:54:30
CUS0060,David,Garcia,david.garcia60@example.com,(478) 580-7778,282 Elm St,San Antonio,TX,78205,STR0628,delivery_partner,false,2024-07-04 05:38:56
CUS0061,Aurora,Martinez,aurora.martinez61@yahoo.com,(943) 935-3024,118 Park Ave,San Antonio,TX,78205,STR0088,phone,true,2024-08-20 10:53:37
CUS0062,Aiden,Moore,aiden.moore62@yahoo.com,(942) 311-5541,1240 Cedar Ln,Columbus,OH,43215,STR0883,in_store,true,2025-02-05 08:16:19
CUS0063,Aria,Young,aria.young63@outlook.com,(911) 401-8628,7902 Park Ave,Chicago,IL,60601,STR0781,delivery_partner,false,2024-12-11 21:22:13
CUS0064,Henry,Williams,henry.williams64@gmail.com,(317) 637-9698,2422 Maple Dr,Nashville,TN,37203,STR0095,phone,true,2024-08-19 03:44:36
CUS0065,Riley,King,riley.king65@gmail.com,(868) 215-1698,9297 Market St,Dallas,TX,75201,STR0155,web,false,2026-02-19 13:10:19
CUS0066,Grace,Thompson,grace.thompson66@example.com,(972) 645-4556,5457 Elm St,Portland,OR,97201,STR0517,mobile_app,true,2026-03-18 01:35:20
CUS0067,Abigail,Thompson,abigail.thompson67@icloud.com,(418) 985-5923,8239 River Rd,Charlotte,NC,28202,STR0974,delivery_partner,false,2024-07-17 09:25:03
CUS0068,Levi,Young,levi.young68@outlook.com,(518) 502-4042,2111 Sunset Blvd,Charlotte,NC,28202,STR0330,phone,false,2024-08-19 22:37:06
CUS0069,Emma,Robinson,emma.robinson69@yahoo.com,(766) 225-6425,764 Maple Dr,Chicago,IL,60601,STR0258,web,true,2026-05-15 18:08:41
CUS0070,Jack,King,jack.king70@icloud.com,(362) 207-5292,7241 Market St,Houston,TX,77002,STR0485,mobile_app,true,2026-03-04 19:25:23
CUS0071,Scarlett,Williams,scarlett.williams71@example.com,(759) 707-5902,5268 Highland Ave,Chicago,IL,60601,STR0714,delivery_partner,true,2024-07-18 22:58:46
CUS0072,Layla,Rodriguez,layla.rodriguez72@outlook.com,(412) 273-4524,6400 River Rd,Austin,TX,78701,STR0369,delivery_partner,false,2026-01-04 13:13:23
CUS0073,Michael,Rodriguez,michael.rodriguez73@gmail.com,(872) 870-1564,7886 5th Ave,Seattle,WA,98101,STR0303,in_store,false,2024-07-18 18:53:50
CUS0074,Evelyn,Anderson,evelyn.anderson74@gmail.com,(596) 283-5544,4698 Elm St,Austin,TX,78701,STR0146,delivery_partner,true,2024-07-08 12:19:56
CUS0075,Nora,Harris,nora.harris75@outlook.com,(924) 672-6109,4453 Maple Dr,Columbus,OH,43215,STR0219,in_store,true,2025-04-20 12:26:49
CUS0076,Owen,Walker,owen.walker76@outlook.com,(432) 432-4981,4542 2nd St,Dallas,TX,75201,STR0595,mobile_app,false,2024-07-09 14:27:19
CUS0077,Jacob,Flores,jacob.flores77@gmail.com,(225) 968-1748,3385 2nd St,Portland,OR,97201,STR0649,web,false,2024-02-14 14:11:59
CUS0078,Henry,Hill,henry.hill78@outlook.com,(956) 928-9892,5841 5th Ave,Atlanta,GA,30303,STR0565,mobile_app,true,2026-02-10 08:41:18
CUS0079,Layla,King,layla.king79@gmail.com,(687) 724-7610,889 Highland Ave,Chicago,IL,60601,STR0953,phone,false,2026-02-26 06:58:55
CUS0080,Riley,Nguyen,riley.nguyen80@example.com,(461) 422-8476,7171 Maple Dr,Houston,TX,77002,STR0528,phone,true,2026-02-14 17:19:40
CUS0081,Abigail,Nguyen,abigail.nguyen81@yahoo.com,(419) 320-3624,2752 Pine Rd,Charlotte,NC,28202,STR0235,delivery_partner,false,2024-03-11 07:04:18
CUS0082,Jack,Williams,jack.williams82@gmail.com,(496) 661-4387,1937 Cedar Ln,Columbus,OH,43215,STR0750,delivery_partner,false,2025-11-13 06:03:32
CUS0083,Daniel,Scott,daniel.scott83@icloud.com,(682) 940-9132,4201 Main St,Portland,OR,97201,STR0471,in_store,false,2025-04-26 08:44:10
CUS0084,Scarlett,Clark,scarlett.clark84@icloud.com,(212) 203-8361,6197 Highland Ave,Charlotte,NC,28202,STR0143,phone,true,2025-07-03 02:11:53
CUS0085,Jack,Martinez,jack.martinez85@example.com,(330) 323-4482,8258 Market St,Dallas,TX,75201,STR0886,delivery_partner,false,2024-10-08 11:37:28
CUS0086,Jack,Taylor,jack.taylor86@yahoo.com,(636) 467-4530,9819 Maple Dr,Nashville,TN,37203,STR0203,in_store,true,2025-11-15 09:57:28
CUS0087,Layla,White,layla.white87@icloud.com,(783) 370-1601,6601 Market St,Miami,FL,33101,STR0676,mobile_app,false,2026-06-30 00:13:12
CUS0088,Benjamin,Wright,benjamin.wright88@gmail.com,(386) 407-5134,4345 Maple Dr,Phoenix,AZ,85004,STR0349,delivery_partner,true,2024-12-26 03:09:42
CUS0089,Benjamin,Nguyen,benjamin.nguyen89@gmail.com,(315) 733-6067,7104 Elm St,Columbus,OH,43215,STR0101,phone,true,2026-05-24 00:35:53
CUS0090,Mason,Davis,mason.davis90@yahoo.com,(678) 770-2447,7773 2nd St,Austin,TX,78701,STR0725,in_store,false,2025-08-27 07:27:48
CUS0091,Joseph,Anderson,joseph.anderson91@outlook.com,(840) 741-2553,1372 Highland Ave,Nashville,TN,37203,STR0421,web,true,2025-08-07 20:10:01
CUS0092,Michael,Scott,michael.scott92@example.com,(464) 370-2200,4052 Lakeview Blvd,Nashville,TN,37203,STR0588,phone,true,2025-08-01 15:19:13
CUS0093,Ethan,Clark,ethan.clark93@outlook.com,(790) 708-3904,8019 Market St,San Antonio,TX,78205,STR0473,mobile_app,true,2025-09-04 04:48:02
CUS0094,Zoey,Young,zoey.young94@yahoo.com,(569) 772-7965,1188 Maple Dr,Phoenix,AZ,85004,STR0854,web,false,2026-06-01 14:56:08
CUS0095,Evelyn,Hill,evelyn.hill95@outlook.com,(425) 993-1384,8983 Sunset Blvd,Dallas,TX,75201,STR0558,web,false,2026-06-27 19:49:37
CUS0096,Jackson,Rodriguez,jackson.rodriguez96@example.com,(821) 213-9028,6662 Oak Ave,San Antonio,TX,78205,STR0373,in_store,false,2024-11-07 18:35:07
CUS0097,Emma,Garcia,emma.garcia97@outlook.com,(515) 738-1003,5053 Cedar Ln,San Antonio,TX,78205,STR0188,phone,true,2024-06-14 09:44:37
CUS0098,Evelyn,Young,evelyn.young98@gmail.com,(467) 799-1209,1435 Main St,Atlanta,GA,30303,STR0885,delivery_partner,true,2024-08-31 02:41:04
CUS0099,Sophia,Harris,sophia.harris99@icloud.com,(920) 820-1303,5119 5th Ave,Nashville,TN,37203,STR0644,delivery_partner,true,2025-01-23 20:00:15
CUS0100,Oliver,Perez,oliver.perez100@yahoo.com,(743) 877-1438,6259 Lakeview Blvd,Columbus,OH,43215,STR0628,delivery_partner,true,2026-01-17 20:43:08
CUS0101,Aurora,Anderson,aurora.anderson101@yahoo.com,(237) 798-7461,1946 Main St,Seattle,WA,98101,STR0821,phone,true,2025-12-03 15:09:33
CUS0102,Logan,Lopez,logan.lopez102@yahoo.com,(890) 377-1936,5971 River Rd,Seattle,WA,98101,STR0818,mobile_app,true,2025-04-19 23:49:42
CUS0103,Chloe,Hernandez,chloe.hernandez103@outlook.com,(835) 680-2696,5974 Elm St,Columbus,OH,43215,STR0937,mobile_app,true,2025-02-19 00:53:33
CUS0104,Mia,Young,mia.young104@gmail.com,(318) 897-6499,5060 Sunset Blvd,Portland,OR,97201,STR0634,in_store,true,2024-01-12 09:11:32
CUS0105,Logan,Young,logan.young105@icloud.com,(204) 800-7946,8332 Elm St,San Antonio,TX,78205,STR0417,delivery_partner,true,2024-10-11 10:31:55
CUS0106,Aria,Scott,aria.scott106@gmail.com,(974) 736-6620,9921 Lakeview Blvd,Seattle,WA,98101,STR0206,web,true,2024-04-07 22:42:55
CUS0107,Zoey,Nguyen,zoey.nguyen107@yahoo.com,(620) 480-5448,8139 Main St,Denver,CO,80202,STR0173,mobile_app,false,2024-11-26 11:59:45
CUS0108,Jackson,Sanchez,jackson.sanchez108@icloud.com,(983) 559-7450,4332 Highland Ave,Charlotte,NC,28202,STR0343,delivery_partner,true,2026-02-04 20:42:57
CUS0109,Levi,Harris,levi.harris109@example.com,(848) 471-8251,1292 Elm St,Seattle,WA,98101,STR0363,phone,false,2025-02-07 02:46:08
CUS0110,Chloe,Taylor,chloe.taylor110@gmail.com,(934) 853-3125,4158 Main St,Charlotte,NC,28202,STR0794,web,false,2025-05-11 23:53:12
CUS0111,Jackson,Hernandez,jackson.hernandez111@example.com,(942) 479-9588,6536 Elm St,Atlanta,GA,30303,STR0900,phone,true,2024-01-09 23:17:48
CUS0112,Evelyn,Perez,evelyn.perez112@yahoo.com,(651) 557-5581,9086 5th Ave,Columbus,OH,43215,STR0965,in_store,true,2024-02-12 06:05:40
CUS0113,Zoey,King,zoey.king113@yahoo.com,(744) 421-4255,8753 Elm St,Austin,TX,78701,STR0948,mobile_app,true,2025-08-05 06:00:25
CUS0114,Mason,Hill,mason.hill114@icloud.com,(815) 588-5963,8609 Main St,Dallas,TX,75201,STR0714,web,true,2025-01-20 01:58:49
CUS0115,Liam,Walker,liam.walker115@yahoo.com,(256) 481-2431,5773 Main St,San Antonio,TX,78205,STR0740,mobile_app,false,2025-12-13 17:46:29
CUS0116,Joseph,Taylor,joseph.taylor116@outlook.com,(305) 246-3312,6688 Elm St,Charlotte,NC,28202,STR0529,phone,true,2024-02-15 20:54:30
CUS0117,Chloe,Nguyen,chloe.nguyen117@yahoo.com,(498) 604-8655,4616 Sunset Blvd,Seattle,WA,98101,STR0438,web,true,2024-11-16 07:19:17
CUS0118,Daniel,Ramirez,daniel.ramirez118@yahoo.com,(423) 339-8957,3230 5th Ave,Tampa,FL,33602,STR0803,delivery_partner,true,2024-02-28 08:14:15
CUS0119,Evelyn,Davis,evelyn.davis119@yahoo.com,(254) 925-5647,1153 Main St,Phoenix,AZ,85004,STR0899,in_store,false,2026-07-13 01:36:36
CUS0120,Hazel,Young,hazel.young120@icloud.com,(746) 312-6372,1893 Market St,Seattle,WA,98101,STR0307,delivery_partner,false,2024-03-11 02:45:45
CUS0121,Logan,Walker,logan.walker121@yahoo.com,(730) 401-4867,365 Market St,Atlanta,GA,30303,STR0090,web,false,2025-12-30 09:59:23
CUS0122,Emily,Lewis,emily.lewis122@outlook.com,(922) 684-9652,9677 Maple Dr,Charlotte,NC,28202,STR0876,web,false,2025-07-30 23:31:02
CUS0123,Ella,Lopez,ella.lopez123@yahoo.com,(978) 678-1475,6620 5th Ave,Seattle,WA,98101,STR0541,mobile_app,false,2024-02-19 14:01:22
CUS0124,Nova,Walker,nova.walker124@gmail.com,(851) 916-9876,1971 Pine Rd,Austin,TX,78701,STR0615,phone,false,2026-01-17 08:42:21
CUS0125,Layla,Sanchez,layla.sanchez125@yahoo.com,(783) 312-3086,3083 Lakeview Blvd,Columbus,OH,43215,STR0473,web,true,2024-05-27 16:22:10
CUS0126,Samuel,Nguyen,samuel.nguyen126@gmail.com,(916) 954-4393,4080 Lakeview Blvd,Chicago,IL,60601,STR0422,delivery_partner,true,2025-04-07 15:10:39
CUS0127,Alexander,Allen,alexander.allen127@icloud.com,(792) 267-1735,6636 5th Ave,Nashville,TN,37203,STR0657,web,false,2024-01-19 12:29:51
CUS0128,Liam,Ramirez,liam.ramirez128@icloud.com,(236) 665-9646,3368 2nd St,Denver,CO,80202,STR0551,web,true,2024-03-04 18:13:21
CUS0129,Layla,Moore,layla.moore129@gmail.com,(433) 460-9479,5765 Lakeview Blvd,Chicago,IL,60601,STR0219,mobile_app,true,2024-11-01 05:45:45
CUS0130,Alexander,Jackson,alexander.jackson130@outlook.com,(468) 835-3118,7861 Pine Rd,Tampa,FL,33602,STR0527,in_store,true,2024-01-12 13:53:04
CUS0131,Amelia,Davis,amelia.davis131@example.com,(718) 450-7389,4209 Maple Dr,Charlotte,NC,28202,STR0758,in_store,true,2025-12-03 00:05:00
CUS0132,Levi,King,levi.king132@outlook.com,(467) 473-1682,9034 River Rd,Phoenix,AZ,85004,STR0675,delivery_partner,true,2026-02-20 01:22:58
CUS0133,Levi,Nguyen,levi.nguyen133@yahoo.com,(390) 840-1551,7565 Sunset Blvd,San Antonio,TX,78205,STR0909,web,true,2024-02-07 13:06:23
CUS0134,Joseph,Perez,joseph.perez134@example.com,(839) 999-1886,2044 Highland Ave,Houston,TX,77002,STR0371,phone,false,2025-10-19 22:43:11
CUS0135,Samuel,Williams,samuel.williams135@example.com,(812) 874-7589,6253 Maple Dr,Columbus,OH,43215,STR0225,in_store,true,2024-07-21 19:00:07
CUS0136,Mia,Thomas,mia.thomas136@outlook.com,(471) 203-5011,490 Lakeview Blvd,Phoenix,AZ,85004,STR0612,delivery_partner,false,2025-09-13 00:19:32
CUS0137,Ella,Moore,ella.moore137@yahoo.com,(899) 674-4415,2686 Main St,Nashville,TN,37203,STR0121,phone,true,2024-04-03 17:29:15
CUS0138,Hazel,Hill,hazel.hill138@gmail.com,(771) 534-1071,370 Cedar Ln,Phoenix,AZ,85004,STR0132,phone,false,2024-11-30 07:50:58
CUS0139,Aria,Rodriguez,aria.rodriguez139@icloud.com,(729) 329-1908,4940 River Rd,Tampa,FL,33602,STR0896,in_store,true,2024-03-01 21:21:20
CUS0140,Olivia,Torres,olivia.torres140@outlook.com,(504) 743-5716,7354 Maple Dr,San Antonio,TX,78205,STR0938,delivery_partner,true,2024-03-28 04:41:23
CUS0141,Nova,Young,nova.young141@yahoo.com,(800) 738-3463,4448 5th Ave,Atlanta,GA,30303,STR0734,web,true,2025-11-25 20:00:39
CUS0142,Emily,Thomas,emily.thomas142@outlook.com,(286) 748-3569,7972 Pine Rd,Chicago,IL,60601,STR0881,phone,true,2024-06-12 09:51:44
CUS0143,Isabella,Ramirez,isabella.ramirez143@yahoo.com,(800) 563-2613,8274 Elm St,Columbus,OH,43215,STR0190,web,true,2025-03-02 17:38:50
CUS0144,Logan,Clark,logan.clark144@example.com,(877) 941-2298,5523 Elm St,Nashville,TN,37203,STR0606,in_store,false,2026-03-31 08:17:26
CUS0145,Lily,Davis,lily.davis145@example.com,(536) 510-5289,8231 Lakeview Blvd,Atlanta,GA,30303,STR0397,in_store,true,2025-10-19 18:51:23
CUS0146,Alexander,Smith,alexander.smith146@example.com,(767) 488-2886,5340 Highland Ave,Charlotte,NC,28202,STR0032,delivery_partner,true,2025-04-02 07:29:48
CUS0147,Samuel,Taylor,samuel.taylor147@outlook.com,(242) 443-6446,448 Lakeview Blvd,Denver,CO,80202,STR0956,mobile_app,true,2025-09-24 22:19:55
CUS0148,Michael,Thompson,michael.thompson148@example.com,(914) 992-4446,6043 5th Ave,Nashville,TN,37203,STR0341,delivery_partner,true,2025-07-01 14:34:32
CUS0149,Noah,Allen,noah.allen149@yahoo.com,(657) 649-6402,4925 Lakeview Blvd,Nashville,TN,37203,STR0787,mobile_app,true,2024-07-27 15:46:17
CUS0150,Jackson,Moore,jackson.moore150@yahoo.com,(578) 490-2924,2077 Maple Dr,Phoenix,AZ,85004,STR0527,mobile_app,false,2026-06-11 16:04:32
CUS0151,Abigail,Nguyen,abigail.nguyen151@icloud.com,(810) 681-1631,288 Lakeview Blvd,Nashville,TN,37203,STR0064,web,true,2025-01-21 02:01:10
CUS0152,Michael,Hill,michael.hill152@outlook.com,(782) 904-7816,7576 Cedar Ln,Denver,CO,80202,STR0945,in_store,true,2026-04-30 17:15:57
CUS0153,Isabella,Gonzalez,isabella.gonzalez153@outlook.com,(631) 874-9004,1933 Pine Rd,Miami,FL,33101,STR0338,web,true,2026-05-25 22:01:01
CUS0154,Alexander,Johnson,alexander.johnson154@icloud.com,(641) 657-5317,351 Market St,Columbus,OH,43215,STR0309,in_store,true,2024-09-19 11:40:47
CUS0155,David,Martinez,david.martinez155@icloud.com,(606) 569-4233,1038 Cedar Ln,Portland,OR,97201,STR0837,web,true,2024-08-17 12:08:30
CUS0156,Penelope,Gonzalez,penelope.gonzalez156@icloud.com,(852) 250-1915,5563 Cedar Ln,Denver,CO,80202,STR0984,web,false,2024-06-09 16:16:55
CUS0157,James,Jackson,james.jackson157@example.com,(544) 572-8129,3079 Oak Ave,Phoenix,AZ,85004,STR0435,delivery_partner,true,2025-07-06 19:27:32
CUS0158,Aurora,Wilson,aurora.wilson158@icloud.com,(916) 982-7793,6805 River Rd,San Antonio,TX,78205,STR0056,delivery_partner,true,2025-08-02 18:53:14
CUS0159,Owen,Thompson,owen.thompson159@outlook.com,(961) 794-2501,501 River Rd,Nashville,TN,37203,STR0428,in_store,false,2024-01-13 10:00:12
CUS0160,Oliver,Walker,oliver.walker160@outlook.com,(896) 682-6260,2609 Oak Ave,Dallas,TX,75201,STR0641,delivery_partner,true,2025-07-29 23:21:30
CUS0161,Harper,Anderson,harper.anderson161@icloud.com,(247) 997-4974,1133 Sunset Blvd,Seattle,WA,98101,STR0697,mobile_app,false,2026-05-14 00:44:07
CUS0162,Riley,King,riley.king162@outlook.com,(861) 895-1400,1451 Main St,Chicago,IL,60601,STR0378,web,true,2026-04-29 00:20:51
CUS0163,Jack,Gonzalez,jack.gonzalez163@gmail.com,(310) 578-4352,2847 Main St,Atlanta,GA,30303,STR0166,mobile_app,false,2024-05-01 22:26:55
CUS0164,Olivia,Flores,olivia.flores164@yahoo.com,(924) 422-8101,3991 Lakeview Blvd,Tampa,FL,33602,STR0602,in_store,false,2024-10-22 06:28:17
CUS0165,Ava,Thomas,ava.thomas165@icloud.com,(731) 373-2028,9178 River Rd,Chicago,IL,60601,STR0630,phone,true,2026-05-21 01:33:40
CUS0166,Abigail,Lewis,abigail.lewis166@icloud.com,(991) 663-8082,6632 Maple Dr,Chicago,IL,60601,STR0766,web,true,2024-06-03 15:39:06
